slide_id	type_label	prop_type_label	cell_count	cancer_type	area	perimeter	eccentricity	solidity	orientation	major_axis_length	minor_axis_length	aspect_ratio	circularity	centroid_x	centroid_y
BL-16-N07888	Plasma	0.05670922422191458	2212	NSCLC	211.5736889692586	54.91537506334239	0.7152037602674852	0.9351862402452394	-0.1395473868614053	20.28721966496934	13.053497584815121	1.5973213228089485	0.8535202007007452	3557.782097649186	5561.685352622061
BL-17-J13427	all_cells	1.0	49008	NSCLC	96.73643078681032	36.59681612753764	0.7336324849059817	0.920851025704475	0.06620801976078948	14.053526832884279	8.669103500435863	1.6764235023811374	0.8864683768273276	14858.303215801501	7588.791493225596
BL-17-J13427	immune_cells	0.754733920992491	36988	NSCLC	90.9726127392668	35.169280345963514	0.7140454973524066	0.9245140553181264	0.058495854277807784	13.361469847658974	8.618642609564779	1.589906543014466	0.9070207189239189	14906.533605493674	7595.648507624094
BL-17-J13427	Connective tissue	0.21041462618348025	10312	NSCLC	110.85356865787432	40.53461126515607	0.805970402244833	0.9087226985399287	0.08673580591228247	16.189791716406045	8.559618313234452	1.9993102880775626	0.8190096097815879	14449.109678044995	7550.973380527541
BL-17-J13427	Eosinophil	0.0009794319294809011	48	NSCLC	87.70833333333333	33.67627237969476	0.722130112966289	0.9299660669058255	0.29833095447379765	12.840544183897455	8.390071637758409	1.5669458921456743	0.9321524799196435	15860.947916666666	7839.9375
BL-17-J13427	Epithelial	0.03485145282402873	1708	NSCLC	136.32435597189695	43.73683370935405	0.7210650914829124	0.9147498373971342	0.10928474463803292	16.142894684545357	10.42288493015518	1.6005925649999333	0.8486725784121893	16284.332552693208	7668.623536299766
BL-17-J13427	Lymphocyte	0.731737675481554	35861	NSCLC	90.543821979309	35.097866539227695	0.7141953547660769	0.9244534219961902	0.06033181646641995	13.339964342963299	8.598961912696279	1.5911683099468237	0.9070193875451943	14926.507835810491	7602.369091771005
BL-17-J13427	Neutrophil	0.008570029382957884	420	NSCLC	88.61666666666666	34.32960461732285	0.7257969822069847	0.9211138081259093	-0.08994610036017912	13.095446246934674	8.37784189314952	1.5879768574648645	0.9171100714932641	12892.595238095239	7873.167857142857
BL-17-J13427	Plasma	0.013446784198498204	659	NSCLC	116.04552352048559	39.699323914648105	0.6978122319502589	0.929583522423547	0.035725135146891324	14.739228949413713	9.85973089172326	1.5241468392379258	0.8988323911022608	15033.614567526556	7035.267830045524
BL-18-G06529	all_cells	1.0	307923	NSCLC	162.71037889342466	47.005930355351936	0.6881738840287198	0.9336323741784027	-0.03250185111711771	17.271709594250225	11.600815885501644	1.544811751061374	0.88321955503209	12861.936057066214	8500.29490164749
BL-18-G06529	immune_cells	0.5674762846555795	174739	NSCLC	136.02095124728882	42.612302971350665	0.6642910583697003	0.9370353411515756	-0.03619280684806355	15.554499802612604	10.904292918475964	1.4581988223704017	0.9122635923407337	12426.13709875872	8659.681636612318
BL-18-G06529	Connective tissue	0.21321239400759281	65653	NSCLC	167.69401245944587	49.2223039993523	0.7620043040478717	0.9222873365768386	-0.029115403736007923	18.868853799361528	10.992082858078959	1.8228295223496769	0.8277044903414058	13282.90536609142	8426.61307175605
BL-18-G06529	Eosinophil	0.00018835877800618987	58	NSCLC	95.44827586206897	35.6883458797069	0.7305979859898701	0.930074768444304	-0.184724106485118	13.716765794356089	8.609369050397593	1.6492763150434402	0.9148847647474859	12728.879310344828	9728.01724137931
BL-18-G06529	Epithelial	0.2193113213368277	67531	NSCLC	226.92523433682308	56.21986879256511	0.678194356216516	0.935856607607942	-0.0262436366147744	20.162325952408615	13.994899731209275	1.498639708712539	0.8620382384050947	13580.3198531045	8159.5085146081055
BL-18-G06529	Lymphocyte	0.46960766165567364	144603	NSCLC	127.89314882817092	41.32514249183316	0.664978465960437	0.936574082130896	-0.025805991113502274	15.132094721750425	10.584148071689627	1.4614962351719518	0.9157789066300929	12339.639132659766	8620.027049922892
BL-18-G06529	Neutrophil	0.00010716964955524595	33	NSCLC	116.87878787878788	38.906356838579626	0.6755361659462226	0.9246933311915135	-0.23690842462075423	14.26141114770769	9.809529219748839	1.4885882930632555	0.921747851561849	12552.621212121212	10876.833333333334
BL-18-G06529	Plasma	0.09757309457234438	30045	NSCLC	175.23844233649527	48.824689476704854	0.6608422951746494	0.9392823186091571	-0.08567612470126097	17.592452953087033	12.450744509963776	1.4419265264659091	0.8953293270474035	12841.71813945748	8846.036861374605
